,image,mask
0,CMU_a_0050642_abide_msp.nii-slice000.jpg,CMU_a_0050642_abide_cc.nii-slice000.jpg
1,CMU_a_0050646_abide_msp.nii-slice000.jpg,CMU_a_0050646_abide_cc.nii-slice000.jpg
2,CMU_a_0050647_abide_msp.nii-slice000.jpg,CMU_a_0050647_abide_cc.nii-slice000.jpg
3,CMU_a_0050649_abide_msp.nii-slice000.jpg,CMU_a_0050649_abide_cc.nii-slice000.jpg
4,CMU_a_0050653_abide_msp.nii-slice000.jpg,CMU_a_0050653_abide_cc.nii-slice000.jpg
5,CMU_a_0050654_abide_msp.nii-slice000.jpg,CMU_a_0050654_abide_cc.nii-slice000.jpg
6,CMU_a_0050656_abide_msp.nii-slice000.jpg,CMU_a_0050656_abide_cc.nii-slice000.jpg
7,CMU_a_0050659_abide_msp.nii-slice000.jpg,CMU_a_0050659_abide_cc.nii-slice000.jpg
8,CMU_a_0050660_abide_msp.nii-slice000.jpg,CMU_a_0050660_abide_cc.nii-slice000.jpg
9,CMU_a_0050663_abide_msp.nii-slice000.jpg,CMU_a_0050663_abide_cc.nii-slice000.jpg
10,CMU_a_0050664_abide_msp.nii-slice000.jpg,CMU_a_0050664_abide_cc.nii-slice000.jpg
11,CMU_a_0050665_abide_msp.nii-slice000.jpg,CMU_a_0050665_abide_cc.nii-slice000.jpg
12,CMU_a_0050666_abide_msp.nii-slice000.jpg,CMU_a_0050666_abide_cc.nii-slice000.jpg
13,CMU_a_0050668_abide_msp.nii-slice000.jpg,CMU_a_0050668_abide_cc.nii-slice000.jpg
14,CMU_b_0050643_abide_msp.nii-slice000.jpg,CMU_b_0050643_abide_cc.nii-slice000.jpg
15,CMU_b_0050644_abide_msp.nii-slice000.jpg,CMU_b_0050644_abide_cc.nii-slice000.jpg
16,CMU_b_0050645_abide_msp.nii-slice000.jpg,CMU_b_0050645_abide_cc.nii-slice000.jpg
17,CMU_b_0050648_abide_msp.nii-slice000.jpg,CMU_b_0050648_abide_cc.nii-slice000.jpg
18,CMU_b_0050650_abide_msp.nii-slice000.jpg,CMU_b_0050650_abide_cc.nii-slice000.jpg
19,CMU_b_0050651_abide_msp.nii-slice000.jpg,CMU_b_0050651_abide_cc.nii-slice000.jpg
20,CMU_b_0050652_abide_msp.nii-slice000.jpg,CMU_b_0050652_abide_cc.nii-slice000.jpg
21,CMU_b_0050655_abide_msp.nii-slice000.jpg,CMU_b_0050655_abide_cc.nii-slice000.jpg
22,CMU_b_0050657_abide_msp.nii-slice000.jpg,CMU_b_0050657_abide_cc.nii-slice000.jpg
23,CMU_b_0050658_abide_msp.nii-slice000.jpg,CMU_b_0050658_abide_cc.nii-slice000.jpg
24,CMU_b_0050661_abide_msp.nii-slice000.jpg,CMU_b_0050661_abide_cc.nii-slice000.jpg
25,CMU_b_0050667_abide_msp.nii-slice000.jpg,CMU_b_0050667_abide_cc.nii-slice000.jpg
26,CMU_b_0050669_abide_msp.nii-slice000.jpg,CMU_b_0050669_abide_cc.nii-slice000.jpg
27,Caltech_0051456_abide_msp.nii-slice000.jpg,Caltech_0051456_abide_cc.nii-slice000.jpg
28,Caltech_0051457_abide_msp.nii-slice000.jpg,Caltech_0051457_abide_cc.nii-slice000.jpg
29,Caltech_0051458_abide_msp.nii-slice000.jpg,Caltech_0051458_abide_cc.nii-slice000.jpg
30,Caltech_0051459_abide_msp.nii-slice000.jpg,Caltech_0051459_abide_cc.nii-slice000.jpg
31,Caltech_0051460_abide_msp.nii-slice000.jpg,Caltech_0051460_abide_cc.nii-slice000.jpg
32,Caltech_0051461_abide_msp.nii-slice000.jpg,Caltech_0051461_abide_cc.nii-slice000.jpg
33,Caltech_0051462_abide_msp.nii-slice000.jpg,Caltech_0051462_abide_cc.nii-slice000.jpg
34,Caltech_0051463_abide_msp.nii-slice000.jpg,Caltech_0051463_abide_cc.nii-slice000.jpg
35,Caltech_0051464_abide_msp.nii-slice000.jpg,Caltech_0051464_abide_cc.nii-slice000.jpg
36,Caltech_0051465_abide_msp.nii-slice000.jpg,Caltech_0051465_abide_cc.nii-slice000.jpg
37,Caltech_0051466_abide_msp.nii-slice000.jpg,Caltech_0051466_abide_cc.nii-slice000.jpg
38,Caltech_0051467_abide_msp.nii-slice000.jpg,Caltech_0051467_abide_cc.nii-slice000.jpg
39,Caltech_0051468_abide_msp.nii-slice000.jpg,Caltech_0051468_abide_cc.nii-slice000.jpg
40,Caltech_0051469_abide_msp.nii-slice000.jpg,Caltech_0051469_abide_cc.nii-slice000.jpg
41,Caltech_0051470_abide_msp.nii-slice000.jpg,Caltech_0051470_abide_cc.nii-slice000.jpg
42,Caltech_0051471_abide_msp.nii-slice000.jpg,Caltech_0051471_abide_cc.nii-slice000.jpg
43,Caltech_0051472_abide_msp.nii-slice000.jpg,Caltech_0051472_abide_cc.nii-slice000.jpg
44,Caltech_0051473_abide_msp.nii-slice000.jpg,Caltech_0051473_abide_cc.nii-slice000.jpg
45,Caltech_0051474_abide_msp.nii-slice000.jpg,Caltech_0051474_abide_cc.nii-slice000.jpg
46,Caltech_0051475_abide_msp.nii-slice000.jpg,Caltech_0051475_abide_cc.nii-slice000.jpg
47,Caltech_0051476_abide_msp.nii-slice000.jpg,Caltech_0051476_abide_cc.nii-slice000.jpg
48,Caltech_0051477_abide_msp.nii-slice000.jpg,Caltech_0051477_abide_cc.nii-slice000.jpg
49,Caltech_0051478_abide_msp.nii-slice000.jpg,Caltech_0051478_abide_cc.nii-slice000.jpg
50,Caltech_0051479_abide_msp.nii-slice000.jpg,Caltech_0051479_abide_cc.nii-slice000.jpg
51,Caltech_0051480_abide_msp.nii-slice000.jpg,Caltech_0051480_abide_cc.nii-slice000.jpg
52,Caltech_0051481_abide_msp.nii-slice000.jpg,Caltech_0051481_abide_cc.nii-slice000.jpg
53,Caltech_0051482_abide_msp.nii-slice000.jpg,Caltech_0051482_abide_cc.nii-slice000.jpg
54,Caltech_0051483_abide_msp.nii-slice000.jpg,Caltech_0051483_abide_cc.nii-slice000.jpg
55,Caltech_0051484_abide_msp.nii-slice000.jpg,Caltech_0051484_abide_cc.nii-slice000.jpg
56,Caltech_0051485_abide_msp.nii-slice000.jpg,Caltech_0051485_abide_cc.nii-slice000.jpg
57,Caltech_0051486_abide_msp.nii-slice000.jpg,Caltech_0051486_abide_cc.nii-slice000.jpg
58,Caltech_0051487_abide_msp.nii-slice000.jpg,Caltech_0051487_abide_cc.nii-slice000.jpg
59,Caltech_0051488_abide_msp.nii-slice000.jpg,Caltech_0051488_abide_cc.nii-slice000.jpg
60,Caltech_0051489_abide_msp.nii-slice000.jpg,Caltech_0051489_abide_cc.nii-slice000.jpg
61,Caltech_0051490_abide_msp.nii-slice000.jpg,Caltech_0051490_abide_cc.nii-slice000.jpg
62,Caltech_0051491_abide_msp.nii-slice000.jpg,Caltech_0051491_abide_cc.nii-slice000.jpg
63,Caltech_0051492_abide_msp.nii-slice000.jpg,Caltech_0051492_abide_cc.nii-slice000.jpg
64,Caltech_0051493_abide_msp.nii-slice000.jpg,Caltech_0051493_abide_cc.nii-slice000.jpg
65,KKI_0050772_abide_msp.nii-slice000.jpg,KKI_0050772_abide_cc.nii-slice000.jpg
66,KKI_0050773_abide_msp.nii-slice000.jpg,KKI_0050773_abide_cc.nii-slice000.jpg
67,KKI_0050774_abide_msp.nii-slice000.jpg,KKI_0050774_abide_cc.nii-slice000.jpg
68,KKI_0050775_abide_msp.nii-slice000.jpg,KKI_0050775_abide_cc.nii-slice000.jpg
69,KKI_0050776_abide_msp.nii-slice000.jpg,KKI_0050776_abide_cc.nii-slice000.jpg
70,KKI_0050777_abide_msp.nii-slice000.jpg,KKI_0050777_abide_cc.nii-slice000.jpg
71,KKI_0050778_abide_msp.nii-slice000.jpg,KKI_0050778_abide_cc.nii-slice000.jpg
72,KKI_0050779_abide_msp.nii-slice000.jpg,KKI_0050779_abide_cc.nii-slice000.jpg
73,KKI_0050780_abide_msp.nii-slice000.jpg,KKI_0050780_abide_cc.nii-slice000.jpg
74,KKI_0050781_abide_msp.nii-slice000.jpg,KKI_0050781_abide_cc.nii-slice000.jpg
75,KKI_0050782_abide_msp.nii-slice000.jpg,KKI_0050782_abide_cc.nii-slice000.jpg
76,KKI_0050783_abide_msp.nii-slice000.jpg,KKI_0050783_abide_cc.nii-slice000.jpg
77,KKI_0050784_abide_msp.nii-slice000.jpg,KKI_0050784_abide_cc.nii-slice000.jpg
78,KKI_0050785_abide_msp.nii-slice000.jpg,KKI_0050785_abide_cc.nii-slice000.jpg
79,KKI_0050786_abide_msp.nii-slice000.jpg,KKI_0050786_abide_cc.nii-slice000.jpg
80,KKI_0050787_abide_msp.nii-slice000.jpg,KKI_0050787_abide_cc.nii-slice000.jpg
81,KKI_0050788_abide_msp.nii-slice000.jpg,KKI_0050788_abide_cc.nii-slice000.jpg
82,KKI_0050789_abide_msp.nii-slice000.jpg,KKI_0050789_abide_cc.nii-slice000.jpg
83,KKI_0050790_abide_msp.nii-slice000.jpg,KKI_0050790_abide_cc.nii-slice000.jpg
84,KKI_0050791_abide_msp.nii-slice000.jpg,KKI_0050791_abide_cc.nii-slice000.jpg
85,KKI_0050792_abide_msp.nii-slice000.jpg,KKI_0050792_abide_cc.nii-slice000.jpg
86,KKI_0050793_abide_msp.nii-slice000.jpg,KKI_0050793_abide_cc.nii-slice000.jpg
87,KKI_0050794_abide_msp.nii-slice000.jpg,KKI_0050794_abide_cc.nii-slice000.jpg
88,KKI_0050795_abide_msp.nii-slice000.jpg,KKI_0050795_abide_cc.nii-slice000.jpg
89,KKI_0050796_abide_msp.nii-slice000.jpg,KKI_0050796_abide_cc.nii-slice000.jpg
90,KKI_0050797_abide_msp.nii-slice000.jpg,KKI_0050797_abide_cc.nii-slice000.jpg
91,KKI_0050798_abide_msp.nii-slice000.jpg,KKI_0050798_abide_cc.nii-slice000.jpg
92,KKI_0050799_abide_msp.nii-slice000.jpg,KKI_0050799_abide_cc.nii-slice000.jpg
93,KKI_0050800_abide_msp.nii-slice000.jpg,KKI_0050800_abide_cc.nii-slice000.jpg
94,KKI_0050801_abide_msp.nii-slice000.jpg,KKI_0050801_abide_cc.nii-slice000.jpg
95,KKI_0050802_abide_msp.nii-slice000.jpg,KKI_0050802_abide_cc.nii-slice000.jpg
96,KKI_0050803_abide_msp.nii-slice000.jpg,KKI_0050803_abide_cc.nii-slice000.jpg
97,KKI_0050804_abide_msp.nii-slice000.jpg,KKI_0050804_abide_cc.nii-slice000.jpg
98,KKI_0050805_abide_msp.nii-slice000.jpg,KKI_0050805_abide_cc.nii-slice000.jpg
99,KKI_0050806_abide_msp.nii-slice000.jpg,KKI_0050806_abide_cc.nii-slice000.jpg
100,KKI_0050807_abide_msp.nii-slice000.jpg,KKI_0050807_abide_cc.nii-slice000.jpg
101,KKI_0050808_abide_msp.nii-slice000.jpg,KKI_0050808_abide_cc.nii-slice000.jpg
102,KKI_0050809_abide_msp.nii-slice000.jpg,KKI_0050809_abide_cc.nii-slice000.jpg
103,KKI_0050810_abide_msp.nii-slice000.jpg,KKI_0050810_abide_cc.nii-slice000.jpg
104,KKI_0050811_abide_msp.nii-slice000.jpg,KKI_0050811_abide_cc.nii-slice000.jpg
105,KKI_0050812_abide_msp.nii-slice000.jpg,KKI_0050812_abide_cc.nii-slice000.jpg
106,KKI_0050813_abide_msp.nii-slice000.jpg,KKI_0050813_abide_cc.nii-slice000.jpg
107,KKI_0050814_abide_msp.nii-slice000.jpg,KKI_0050814_abide_cc.nii-slice000.jpg
108,KKI_0050815_abide_msp.nii-slice000.jpg,KKI_0050815_abide_cc.nii-slice000.jpg
109,KKI_0050816_abide_msp.nii-slice000.jpg,KKI_0050816_abide_cc.nii-slice000.jpg
110,KKI_0050817_abide_msp.nii-slice000.jpg,KKI_0050817_abide_cc.nii-slice000.jpg
111,KKI_0050818_abide_msp.nii-slice000.jpg,KKI_0050818_abide_cc.nii-slice000.jpg
112,KKI_0050819_abide_msp.nii-slice000.jpg,KKI_0050819_abide_cc.nii-slice000.jpg
113,KKI_0050820_abide_msp.nii-slice000.jpg,KKI_0050820_abide_cc.nii-slice000.jpg
114,KKI_0050821_abide_msp.nii-slice000.jpg,KKI_0050821_abide_cc.nii-slice000.jpg
115,KKI_0050822_abide_msp.nii-slice000.jpg,KKI_0050822_abide_cc.nii-slice000.jpg
116,KKI_0050823_abide_msp.nii-slice000.jpg,KKI_0050823_abide_cc.nii-slice000.jpg
117,KKI_0050824_abide_msp.nii-slice000.jpg,KKI_0050824_abide_cc.nii-slice000.jpg
118,KKI_0050825_abide_msp.nii-slice000.jpg,KKI_0050825_abide_cc.nii-slice000.jpg
119,KKI_0050826_abide_msp.nii-slice000.jpg,KKI_0050826_abide_cc.nii-slice000.jpg
120,Leuven_1_0050682_abide_msp.nii-slice000.jpg,Leuven_1_0050682_abide_cc.nii-slice000.jpg
121,Leuven_1_0050683_abide_msp.nii-slice000.jpg,Leuven_1_0050683_abide_cc.nii-slice000.jpg
122,Leuven_1_0050685_abide_msp.nii-slice000.jpg,Leuven_1_0050685_abide_cc.nii-slice000.jpg
123,Leuven_1_0050686_abide_msp.nii-slice000.jpg,Leuven_1_0050686_abide_cc.nii-slice000.jpg
124,Leuven_1_0050687_abide_msp.nii-slice000.jpg,Leuven_1_0050687_abide_cc.nii-slice000.jpg
125,Leuven_1_0050688_abide_msp.nii-slice000.jpg,Leuven_1_0050688_abide_cc.nii-slice000.jpg
126,Leuven_1_0050689_abide_msp.nii-slice000.jpg,Leuven_1_0050689_abide_cc.nii-slice000.jpg
127,Leuven_1_0050690_abide_msp.nii-slice000.jpg,Leuven_1_0050690_abide_cc.nii-slice000.jpg
128,Leuven_1_0050691_abide_msp.nii-slice000.jpg,Leuven_1_0050691_abide_cc.nii-slice000.jpg
129,Leuven_1_0050692_abide_msp.nii-slice000.jpg,Leuven_1_0050692_abide_cc.nii-slice000.jpg
130,Leuven_1_0050693_abide_msp.nii-slice000.jpg,Leuven_1_0050693_abide_cc.nii-slice000.jpg
131,Leuven_1_0050694_abide_msp.nii-slice000.jpg,Leuven_1_0050694_abide_cc.nii-slice000.jpg
132,Leuven_1_0050695_abide_msp.nii-slice000.jpg,Leuven_1_0050695_abide_cc.nii-slice000.jpg
133,Leuven_1_0050696_abide_msp.nii-slice000.jpg,Leuven_1_0050696_abide_cc.nii-slice000.jpg
134,Leuven_1_0050697_abide_msp.nii-slice000.jpg,Leuven_1_0050697_abide_cc.nii-slice000.jpg
135,Leuven_1_0050698_abide_msp.nii-slice000.jpg,Leuven_1_0050698_abide_cc.nii-slice000.jpg
136,Leuven_1_0050699_abide_msp.nii-slice000.jpg,Leuven_1_0050699_abide_cc.nii-slice000.jpg
137,Leuven_1_0050700_abide_msp.nii-slice000.jpg,Leuven_1_0050700_abide_cc.nii-slice000.jpg
138,Leuven_1_0050701_abide_msp.nii-slice000.jpg,Leuven_1_0050701_abide_cc.nii-slice000.jpg
139,Leuven_1_0050702_abide_msp.nii-slice000.jpg,Leuven_1_0050702_abide_cc.nii-slice000.jpg
140,Leuven_1_0050703_abide_msp.nii-slice000.jpg,Leuven_1_0050703_abide_cc.nii-slice000.jpg
141,Leuven_1_0050704_abide_msp.nii-slice000.jpg,Leuven_1_0050704_abide_cc.nii-slice000.jpg
142,Leuven_1_0050705_abide_msp.nii-slice000.jpg,Leuven_1_0050705_abide_cc.nii-slice000.jpg
143,Leuven_1_0050706_abide_msp.nii-slice000.jpg,Leuven_1_0050706_abide_cc.nii-slice000.jpg
144,Leuven_1_0050707_abide_msp.nii-slice000.jpg,Leuven_1_0050707_abide_cc.nii-slice000.jpg
145,Leuven_1_0050708_abide_msp.nii-slice000.jpg,Leuven_1_0050708_abide_cc.nii-slice000.jpg
146,Leuven_1_0050709_abide_msp.nii-slice000.jpg,Leuven_1_0050709_abide_cc.nii-slice000.jpg
147,Leuven_1_0050710_abide_msp.nii-slice000.jpg,Leuven_1_0050710_abide_cc.nii-slice000.jpg
148,Leuven_1_0050711_abide_msp.nii-slice000.jpg,Leuven_1_0050711_abide_cc.nii-slice000.jpg
149,Leuven_2_0050722_abide_msp.nii-slice000.jpg,Leuven_2_0050722_abide_cc.nii-slice000.jpg
150,Leuven_2_0050723_abide_msp.nii-slice000.jpg,Leuven_2_0050723_abide_cc.nii-slice000.jpg
151,Leuven_2_0050724_abide_msp.nii-slice000.jpg,Leuven_2_0050724_abide_cc.nii-slice000.jpg
152,Leuven_2_0050725_abide_msp.nii-slice000.jpg,Leuven_2_0050725_abide_cc.nii-slice000.jpg
153,Leuven_2_0050726_abide_msp.nii-slice000.jpg,Leuven_2_0050726_abide_cc.nii-slice000.jpg
154,Leuven_2_0050727_abide_msp.nii-slice000.jpg,Leuven_2_0050727_abide_cc.nii-slice000.jpg
155,Leuven_2_0050728_abide_msp.nii-slice000.jpg,Leuven_2_0050728_abide_cc.nii-slice000.jpg
156,Leuven_2_0050730_abide_msp.nii-slice000.jpg,Leuven_2_0050730_abide_cc.nii-slice000.jpg
157,Leuven_2_0050731_abide_msp.nii-slice000.jpg,Leuven_2_0050731_abide_cc.nii-slice000.jpg
158,Leuven_2_0050732_abide_msp.nii-slice000.jpg,Leuven_2_0050732_abide_cc.nii-slice000.jpg
159,Leuven_2_0050733_abide_msp.nii-slice000.jpg,Leuven_2_0050733_abide_cc.nii-slice000.jpg
160,Leuven_2_0050734_abide_msp.nii-slice000.jpg,Leuven_2_0050734_abide_cc.nii-slice000.jpg
161,Leuven_2_0050735_abide_msp.nii-slice000.jpg,Leuven_2_0050735_abide_cc.nii-slice000.jpg
162,Leuven_2_0050736_abide_msp.nii-slice000.jpg,Leuven_2_0050736_abide_cc.nii-slice000.jpg
163,Leuven_2_0050737_abide_msp.nii-slice000.jpg,Leuven_2_0050737_abide_cc.nii-slice000.jpg
164,Leuven_2_0050738_abide_msp.nii-slice000.jpg,Leuven_2_0050738_abide_cc.nii-slice000.jpg
165,Leuven_2_0050739_abide_msp.nii-slice000.jpg,Leuven_2_0050739_abide_cc.nii-slice000.jpg
166,Leuven_2_0050740_abide_msp.nii-slice000.jpg,Leuven_2_0050740_abide_cc.nii-slice000.jpg
167,Leuven_2_0050741_abide_msp.nii-slice000.jpg,Leuven_2_0050741_abide_cc.nii-slice000.jpg
168,Leuven_2_0050742_abide_msp.nii-slice000.jpg,Leuven_2_0050742_abide_cc.nii-slice000.jpg
169,Leuven_2_0050743_abide_msp.nii-slice000.jpg,Leuven_2_0050743_abide_cc.nii-slice000.jpg
170,Leuven_2_0050744_abide_msp.nii-slice000.jpg,Leuven_2_0050744_abide_cc.nii-slice000.jpg
171,Leuven_2_0050745_abide_msp.nii-slice000.jpg,Leuven_2_0050745_abide_cc.nii-slice000.jpg
172,Leuven_2_0050746_abide_msp.nii-slice000.jpg,Leuven_2_0050746_abide_cc.nii-slice000.jpg
173,Leuven_2_0050747_abide_msp.nii-slice000.jpg,Leuven_2_0050747_abide_cc.nii-slice000.jpg
174,Leuven_2_0050748_abide_msp.nii-slice000.jpg,Leuven_2_0050748_abide_cc.nii-slice000.jpg
175,Leuven_2_0050749_abide_msp.nii-slice000.jpg,Leuven_2_0050749_abide_cc.nii-slice000.jpg
176,Leuven_2_0050750_abide_msp.nii-slice000.jpg,Leuven_2_0050750_abide_cc.nii-slice000.jpg
177,Leuven_2_0050751_abide_msp.nii-slice000.jpg,Leuven_2_0050751_abide_cc.nii-slice000.jpg
178,Leuven_2_0050752_abide_msp.nii-slice000.jpg,Leuven_2_0050752_abide_cc.nii-slice000.jpg
179,Leuven_2_0050753_abide_msp.nii-slice000.jpg,Leuven_2_0050753_abide_cc.nii-slice000.jpg
180,Leuven_2_0050754_abide_msp.nii-slice000.jpg,Leuven_2_0050754_abide_cc.nii-slice000.jpg
181,Leuven_2_0050755_abide_msp.nii-slice000.jpg,Leuven_2_0050755_abide_cc.nii-slice000.jpg
182,Leuven_2_0050756_abide_msp.nii-slice000.jpg,Leuven_2_0050756_abide_cc.nii-slice000.jpg
183,Leuven_2_0050757_abide_msp.nii-slice000.jpg,Leuven_2_0050757_abide_cc.nii-slice000.jpg
184,MaxMun_a_0051318_abide_msp.nii-slice000.jpg,MaxMun_a_0051318_abide_cc.nii-slice000.jpg
185,MaxMun_a_0051319_abide_msp.nii-slice000.jpg,MaxMun_a_0051319_abide_cc.nii-slice000.jpg
186,MaxMun_a_0051320_abide_msp.nii-slice000.jpg,MaxMun_a_0051320_abide_cc.nii-slice000.jpg
187,MaxMun_a_0051321_abide_msp.nii-slice000.jpg,MaxMun_a_0051321_abide_cc.nii-slice000.jpg
188,MaxMun_a_0051362_abide_msp.nii-slice000.jpg,MaxMun_a_0051362_abide_cc.nii-slice000.jpg
189,MaxMun_a_0051363_abide_msp.nii-slice000.jpg,MaxMun_a_0051363_abide_cc.nii-slice000.jpg
190,MaxMun_a_0051364_abide_msp.nii-slice000.jpg,MaxMun_a_0051364_abide_cc.nii-slice000.jpg
191,MaxMun_a_0051365_abide_msp.nii-slice000.jpg,MaxMun_a_0051365_abide_cc.nii-slice000.jpg
192,MaxMun_a_0051366_abide_msp.nii-slice000.jpg,MaxMun_a_0051366_abide_cc.nii-slice000.jpg
193,MaxMun_a_0051367_abide_msp.nii-slice000.jpg,MaxMun_a_0051367_abide_cc.nii-slice000.jpg
194,MaxMun_a_0051368_abide_msp.nii-slice000.jpg,MaxMun_a_0051368_abide_cc.nii-slice000.jpg
195,MaxMun_a_0051369_abide_msp.nii-slice000.jpg,MaxMun_a_0051369_abide_cc.nii-slice000.jpg
196,MaxMun_a_0051370_abide_msp.nii-slice000.jpg,MaxMun_a_0051370_abide_cc.nii-slice000.jpg
197,MaxMun_a_0051371_abide_msp.nii-slice000.jpg,MaxMun_a_0051371_abide_cc.nii-slice000.jpg
198,MaxMun_a_0051372_abide_msp.nii-slice000.jpg,MaxMun_a_0051372_abide_cc.nii-slice000.jpg
199,MaxMun_a_0051373_abide_msp.nii-slice000.jpg,MaxMun_a_0051373_abide_cc.nii-slice000.jpg
200,MaxMun_a_0051606_abide_msp.nii-slice000.jpg,MaxMun_a_0051606_abide_cc.nii-slice000.jpg
201,MaxMun_a_0051607_abide_msp.nii-slice000.jpg,MaxMun_a_0051607_abide_cc.nii-slice000.jpg
202,MaxMun_b_0051322_abide_msp.nii-slice000.jpg,MaxMun_b_0051322_abide_cc.nii-slice000.jpg
203,MaxMun_b_0051323_abide_msp.nii-slice000.jpg,MaxMun_b_0051323_abide_cc.nii-slice000.jpg
204,MaxMun_b_0051324_abide_msp.nii-slice000.jpg,MaxMun_b_0051324_abide_cc.nii-slice000.jpg
205,MaxMun_b_0051325_abide_msp.nii-slice000.jpg,MaxMun_b_0051325_abide_cc.nii-slice000.jpg
206,MaxMun_b_0051326_abide_msp.nii-slice000.jpg,MaxMun_b_0051326_abide_cc.nii-slice000.jpg
207,MaxMun_b_0051327_abide_msp.nii-slice000.jpg,MaxMun_b_0051327_abide_cc.nii-slice000.jpg
208,MaxMun_c_0051328_abide_msp.nii-slice000.jpg,MaxMun_c_0051328_abide_cc.nii-slice000.jpg
209,MaxMun_c_0051332_abide_msp.nii-slice000.jpg,MaxMun_c_0051332_abide_cc.nii-slice000.jpg
210,MaxMun_c_0051333_abide_msp.nii-slice000.jpg,MaxMun_c_0051333_abide_cc.nii-slice000.jpg
211,MaxMun_c_0051334_abide_msp.nii-slice000.jpg,MaxMun_c_0051334_abide_cc.nii-slice000.jpg
212,MaxMun_c_0051335_abide_msp.nii-slice000.jpg,MaxMun_c_0051335_abide_cc.nii-slice000.jpg
