,image,mask
213,MaxMun_c_0051336_abide_msp.nii-slice000.jpg,MaxMun_c_0051336_abide_cc.nii-slice000.jpg
214,MaxMun_c_0051338_abide_msp.nii-slice000.jpg,MaxMun_c_0051338_abide_cc.nii-slice000.jpg
215,MaxMun_c_0051339_abide_msp.nii-slice000.jpg,MaxMun_c_0051339_abide_cc.nii-slice000.jpg
216,MaxMun_c_0051340_abide_msp.nii-slice000.jpg,MaxMun_c_0051340_abide_cc.nii-slice000.jpg
217,MaxMun_c_0051341_abide_msp.nii-slice000.jpg,MaxMun_c_0051341_abide_cc.nii-slice000.jpg
218,MaxMun_c_0051342_abide_msp.nii-slice000.jpg,MaxMun_c_0051342_abide_cc.nii-slice000.jpg
219,MaxMun_c_0051343_abide_msp.nii-slice000.jpg,MaxMun_c_0051343_abide_cc.nii-slice000.jpg
220,MaxMun_c_0051344_abide_msp.nii-slice000.jpg,MaxMun_c_0051344_abide_cc.nii-slice000.jpg
221,MaxMun_c_0051345_abide_msp.nii-slice000.jpg,MaxMun_c_0051345_abide_cc.nii-slice000.jpg
222,MaxMun_c_0051346_abide_msp.nii-slice000.jpg,MaxMun_c_0051346_abide_cc.nii-slice000.jpg
223,MaxMun_c_0051347_abide_msp.nii-slice000.jpg,MaxMun_c_0051347_abide_cc.nii-slice000.jpg
224,MaxMun_c_0051348_abide_msp.nii-slice000.jpg,MaxMun_c_0051348_abide_cc.nii-slice000.jpg
225,MaxMun_d_0051329_abide_msp.nii-slice000.jpg,MaxMun_d_0051329_abide_cc.nii-slice000.jpg
226,MaxMun_d_0051330_abide_msp.nii-slice000.jpg,MaxMun_d_0051330_abide_cc.nii-slice000.jpg
227,MaxMun_d_0051331_abide_msp.nii-slice000.jpg,MaxMun_d_0051331_abide_cc.nii-slice000.jpg
228,MaxMun_d_0051349_abide_msp.nii-slice000.jpg,MaxMun_d_0051349_abide_cc.nii-slice000.jpg
229,MaxMun_d_0051350_abide_msp.nii-slice000.jpg,MaxMun_d_0051350_abide_cc.nii-slice000.jpg
230,MaxMun_d_0051351_abide_msp.nii-slice000.jpg,MaxMun_d_0051351_abide_cc.nii-slice000.jpg
231,MaxMun_d_0051352_abide_msp.nii-slice000.jpg,MaxMun_d_0051352_abide_cc.nii-slice000.jpg
232,MaxMun_d_0051353_abide_msp.nii-slice000.jpg,MaxMun_d_0051353_abide_cc.nii-slice000.jpg
233,MaxMun_d_0051354_abide_msp.nii-slice000.jpg,MaxMun_d_0051354_abide_cc.nii-slice000.jpg
234,MaxMun_d_0051355_abide_msp.nii-slice000.jpg,MaxMun_d_0051355_abide_cc.nii-slice000.jpg
235,MaxMun_d_0051356_abide_msp.nii-slice000.jpg,MaxMun_d_0051356_abide_cc.nii-slice000.jpg
236,MaxMun_d_0051357_abide_msp.nii-slice000.jpg,MaxMun_d_0051357_abide_cc.nii-slice000.jpg
237,MaxMun_d_0051358_abide_msp.nii-slice000.jpg,MaxMun_d_0051358_abide_cc.nii-slice000.jpg
238,MaxMun_d_0051359_abide_msp.nii-slice000.jpg,MaxMun_d_0051359_abide_cc.nii-slice000.jpg
239,MaxMun_d_0051360_abide_msp.nii-slice000.jpg,MaxMun_d_0051360_abide_cc.nii-slice000.jpg
240,MaxMun_d_0051361_abide_msp.nii-slice000.jpg,MaxMun_d_0051361_abide_cc.nii-slice000.jpg
241,NYU_0050952_abide_msp.nii-slice000.jpg,NYU_0050952_abide_cc.nii-slice000.jpg
242,NYU_0050953_abide_msp.nii-slice000.jpg,NYU_0050953_abide_cc.nii-slice000.jpg
243,NYU_0050954_abide_msp.nii-slice000.jpg,NYU_0050954_abide_cc.nii-slice000.jpg
244,NYU_0050955_abide_msp.nii-slice000.jpg,NYU_0050955_abide_cc.nii-slice000.jpg
245,NYU_0050956_abide_msp.nii-slice000.jpg,NYU_0050956_abide_cc.nii-slice000.jpg
246,NYU_0050957_abide_msp.nii-slice000.jpg,NYU_0050957_abide_cc.nii-slice000.jpg
247,NYU_0050958_abide_msp.nii-slice000.jpg,NYU_0050958_abide_cc.nii-slice000.jpg
248,NYU_0050959_abide_msp.nii-slice000.jpg,NYU_0050959_abide_cc.nii-slice000.jpg
249,NYU_0050960_abide_msp.nii-slice000.jpg,NYU_0050960_abide_cc.nii-slice000.jpg
250,NYU_0050961_abide_msp.nii-slice000.jpg,NYU_0050961_abide_cc.nii-slice000.jpg
251,NYU_0050962_abide_msp.nii-slice000.jpg,NYU_0050962_abide_cc.nii-slice000.jpg
252,NYU_0050964_abide_msp.nii-slice000.jpg,NYU_0050964_abide_cc.nii-slice000.jpg
253,NYU_0050965_abide_msp.nii-slice000.jpg,NYU_0050965_abide_cc.nii-slice000.jpg
254,NYU_0050966_abide_msp.nii-slice000.jpg,NYU_0050966_abide_cc.nii-slice000.jpg
255,NYU_0050967_abide_msp.nii-slice000.jpg,NYU_0050967_abide_cc.nii-slice000.jpg
256,NYU_0050968_abide_msp.nii-slice000.jpg,NYU_0050968_abide_cc.nii-slice000.jpg
257,NYU_0050969_abide_msp.nii-slice000.jpg,NYU_0050969_abide_cc.nii-slice000.jpg
258,NYU_0050970_abide_msp.nii-slice000.jpg,NYU_0050970_abide_cc.nii-slice000.jpg
259,NYU_0050971_abide_msp.nii-slice000.jpg,NYU_0050971_abide_cc.nii-slice000.jpg
260,NYU_0050972_abide_msp.nii-slice000.jpg,NYU_0050972_abide_cc.nii-slice000.jpg
261,NYU_0050973_abide_msp.nii-slice000.jpg,NYU_0050973_abide_cc.nii-slice000.jpg
262,NYU_0050974_abide_msp.nii-slice000.jpg,NYU_0050974_abide_cc.nii-slice000.jpg
263,NYU_0050975_abide_msp.nii-slice000.jpg,NYU_0050975_abide_cc.nii-slice000.jpg
264,NYU_0050976_abide_msp.nii-slice000.jpg,NYU_0050976_abide_cc.nii-slice000.jpg
265,NYU_0050977_abide_msp.nii-slice000.jpg,NYU_0050977_abide_cc.nii-slice000.jpg
266,NYU_0050978_abide_msp.nii-slice000.jpg,NYU_0050978_abide_cc.nii-slice000.jpg
267,NYU_0050979_abide_msp.nii-slice000.jpg,NYU_0050979_abide_cc.nii-slice000.jpg
268,NYU_0050980_abide_msp.nii-slice000.jpg,NYU_0050980_abide_cc.nii-slice000.jpg
269,NYU_0050981_abide_msp.nii-slice000.jpg,NYU_0050981_abide_cc.nii-slice000.jpg
270,NYU_0050982_abide_msp.nii-slice000.jpg,NYU_0050982_abide_cc.nii-slice000.jpg
271,NYU_0050983_abide_msp.nii-slice000.jpg,NYU_0050983_abide_cc.nii-slice000.jpg
272,NYU_0050984_abide_msp.nii-slice000.jpg,NYU_0050984_abide_cc.nii-slice000.jpg
273,NYU_0050985_abide_msp.nii-slice000.jpg,NYU_0050985_abide_cc.nii-slice000.jpg
274,NYU_0050986_abide_msp.nii-slice000.jpg,NYU_0050986_abide_cc.nii-slice000.jpg
275,NYU_0050987_abide_msp.nii-slice000.jpg,NYU_0050987_abide_cc.nii-slice000.jpg
276,NYU_0050988_abide_msp.nii-slice000.jpg,NYU_0050988_abide_cc.nii-slice000.jpg
277,NYU_0050989_abide_msp.nii-slice000.jpg,NYU_0050989_abide_cc.nii-slice000.jpg
278,NYU_0050990_abide_msp.nii-slice000.jpg,NYU_0050990_abide_cc.nii-slice000.jpg
279,NYU_0050991_abide_msp.nii-slice000.jpg,NYU_0050991_abide_cc.nii-slice000.jpg
280,NYU_0050992_abide_msp.nii-slice000.jpg,NYU_0050992_abide_cc.nii-slice000.jpg
281,NYU_0050993_abide_msp.nii-slice000.jpg,NYU_0050993_abide_cc.nii-slice000.jpg
282,NYU_0050994_abide_msp.nii-slice000.jpg,NYU_0050994_abide_cc.nii-slice000.jpg
283,NYU_0050995_abide_msp.nii-slice000.jpg,NYU_0050995_abide_cc.nii-slice000.jpg
284,NYU_0050996_abide_msp.nii-slice000.jpg,NYU_0050996_abide_cc.nii-slice000.jpg
285,NYU_0050997_abide_msp.nii-slice000.jpg,NYU_0050997_abide_cc.nii-slice000.jpg
286,NYU_0050998_abide_msp.nii-slice000.jpg,NYU_0050998_abide_cc.nii-slice000.jpg
287,NYU_0050999_abide_msp.nii-slice000.jpg,NYU_0050999_abide_cc.nii-slice000.jpg
288,NYU_0051000_abide_msp.nii-slice000.jpg,NYU_0051000_abide_cc.nii-slice000.jpg
289,NYU_0051001_abide_msp.nii-slice000.jpg,NYU_0051001_abide_cc.nii-slice000.jpg
290,NYU_0051002_abide_msp.nii-slice000.jpg,NYU_0051002_abide_cc.nii-slice000.jpg
291,NYU_0051003_abide_msp.nii-slice000.jpg,NYU_0051003_abide_cc.nii-slice000.jpg
292,NYU_0051006_abide_msp.nii-slice000.jpg,NYU_0051006_abide_cc.nii-slice000.jpg
293,NYU_0051007_abide_msp.nii-slice000.jpg,NYU_0051007_abide_cc.nii-slice000.jpg
294,NYU_0051008_abide_msp.nii-slice000.jpg,NYU_0051008_abide_cc.nii-slice000.jpg
295,NYU_0051009_abide_msp.nii-slice000.jpg,NYU_0051009_abide_cc.nii-slice000.jpg
296,NYU_0051010_abide_msp.nii-slice000.jpg,NYU_0051010_abide_cc.nii-slice000.jpg
297,NYU_0051011_abide_msp.nii-slice000.jpg,NYU_0051011_abide_cc.nii-slice000.jpg
298,NYU_0051012_abide_msp.nii-slice000.jpg,NYU_0051012_abide_cc.nii-slice000.jpg
299,NYU_0051013_abide_msp.nii-slice000.jpg,NYU_0051013_abide_cc.nii-slice000.jpg
300,NYU_0051014_abide_msp.nii-slice000.jpg,NYU_0051014_abide_cc.nii-slice000.jpg
301,NYU_0051015_abide_msp.nii-slice000.jpg,NYU_0051015_abide_cc.nii-slice000.jpg
302,NYU_0051016_abide_msp.nii-slice000.jpg,NYU_0051016_abide_cc.nii-slice000.jpg
303,NYU_0051017_abide_msp.nii-slice000.jpg,NYU_0051017_abide_cc.nii-slice000.jpg
304,NYU_0051018_abide_msp.nii-slice000.jpg,NYU_0051018_abide_cc.nii-slice000.jpg
305,NYU_0051019_abide_msp.nii-slice000.jpg,NYU_0051019_abide_cc.nii-slice000.jpg
306,NYU_0051020_abide_msp.nii-slice000.jpg,NYU_0051020_abide_cc.nii-slice000.jpg
307,NYU_0051021_abide_msp.nii-slice000.jpg,NYU_0051021_abide_cc.nii-slice000.jpg
308,NYU_0051023_abide_msp.nii-slice000.jpg,NYU_0051023_abide_cc.nii-slice000.jpg
309,NYU_0051024_abide_msp.nii-slice000.jpg,NYU_0051024_abide_cc.nii-slice000.jpg
310,NYU_0051025_abide_msp.nii-slice000.jpg,NYU_0051025_abide_cc.nii-slice000.jpg
311,NYU_0051026_abide_msp.nii-slice000.jpg,NYU_0051026_abide_cc.nii-slice000.jpg
312,NYU_0051027_abide_msp.nii-slice000.jpg,NYU_0051027_abide_cc.nii-slice000.jpg
313,NYU_0051028_abide_msp.nii-slice000.jpg,NYU_0051028_abide_cc.nii-slice000.jpg
314,NYU_0051029_abide_msp.nii-slice000.jpg,NYU_0051029_abide_cc.nii-slice000.jpg
315,NYU_0051030_abide_msp.nii-slice000.jpg,NYU_0051030_abide_cc.nii-slice000.jpg
316,NYU_0051032_abide_msp.nii-slice000.jpg,NYU_0051032_abide_cc.nii-slice000.jpg
317,NYU_0051033_abide_msp.nii-slice000.jpg,NYU_0051033_abide_cc.nii-slice000.jpg
318,NYU_0051034_abide_msp.nii-slice000.jpg,NYU_0051034_abide_cc.nii-slice000.jpg
319,NYU_0051035_abide_msp.nii-slice000.jpg,NYU_0051035_abide_cc.nii-slice000.jpg
320,NYU_0051036_abide_msp.nii-slice000.jpg,NYU_0051036_abide_cc.nii-slice000.jpg
321,NYU_0051038_abide_msp.nii-slice000.jpg,NYU_0051038_abide_cc.nii-slice000.jpg
322,NYU_0051039_abide_msp.nii-slice000.jpg,NYU_0051039_abide_cc.nii-slice000.jpg
323,NYU_0051040_abide_msp.nii-slice000.jpg,NYU_0051040_abide_cc.nii-slice000.jpg
324,NYU_0051041_abide_msp.nii-slice000.jpg,NYU_0051041_abide_cc.nii-slice000.jpg
325,NYU_0051042_abide_msp.nii-slice000.jpg,NYU_0051042_abide_cc.nii-slice000.jpg
326,NYU_0051044_abide_msp.nii-slice000.jpg,NYU_0051044_abide_cc.nii-slice000.jpg
327,NYU_0051045_abide_msp.nii-slice000.jpg,NYU_0051045_abide_cc.nii-slice000.jpg
328,NYU_0051046_abide_msp.nii-slice000.jpg,NYU_0051046_abide_cc.nii-slice000.jpg
329,NYU_0051047_abide_msp.nii-slice000.jpg,NYU_0051047_abide_cc.nii-slice000.jpg
330,NYU_0051048_abide_msp.nii-slice000.jpg,NYU_0051048_abide_cc.nii-slice000.jpg
331,NYU_0051049_abide_msp.nii-slice000.jpg,NYU_0051049_abide_cc.nii-slice000.jpg
332,NYU_0051050_abide_msp.nii-slice000.jpg,NYU_0051050_abide_cc.nii-slice000.jpg
333,NYU_0051051_abide_msp.nii-slice000.jpg,NYU_0051051_abide_cc.nii-slice000.jpg
334,NYU_0051052_abide_msp.nii-slice000.jpg,NYU_0051052_abide_cc.nii-slice000.jpg
335,NYU_0051053_abide_msp.nii-slice000.jpg,NYU_0051053_abide_cc.nii-slice000.jpg
336,NYU_0051054_abide_msp.nii-slice000.jpg,NYU_0051054_abide_cc.nii-slice000.jpg
337,NYU_0051055_abide_msp.nii-slice000.jpg,NYU_0051055_abide_cc.nii-slice000.jpg
338,NYU_0051056_abide_msp.nii-slice000.jpg,NYU_0051056_abide_cc.nii-slice000.jpg
339,NYU_0051057_abide_msp.nii-slice000.jpg,NYU_0051057_abide_cc.nii-slice000.jpg
340,NYU_0051058_abide_msp.nii-slice000.jpg,NYU_0051058_abide_cc.nii-slice000.jpg
341,NYU_0051059_abide_msp.nii-slice000.jpg,NYU_0051059_abide_cc.nii-slice000.jpg
342,NYU_0051060_abide_msp.nii-slice000.jpg,NYU_0051060_abide_cc.nii-slice000.jpg
343,NYU_0051061_abide_msp.nii-slice000.jpg,NYU_0051061_abide_cc.nii-slice000.jpg
344,NYU_0051062_abide_msp.nii-slice000.jpg,NYU_0051062_abide_cc.nii-slice000.jpg
345,NYU_0051063_abide_msp.nii-slice000.jpg,NYU_0051063_abide_cc.nii-slice000.jpg
346,NYU_0051064_abide_msp.nii-slice000.jpg,NYU_0051064_abide_cc.nii-slice000.jpg
347,NYU_0051065_abide_msp.nii-slice000.jpg,NYU_0051065_abide_cc.nii-slice000.jpg
348,NYU_0051066_abide_msp.nii-slice000.jpg,NYU_0051066_abide_cc.nii-slice000.jpg
349,NYU_0051067_abide_msp.nii-slice000.jpg,NYU_0051067_abide_cc.nii-slice000.jpg
350,NYU_0051068_abide_msp.nii-slice000.jpg,NYU_0051068_abide_cc.nii-slice000.jpg
351,NYU_0051069_abide_msp.nii-slice000.jpg,NYU_0051069_abide_cc.nii-slice000.jpg
352,NYU_0051070_abide_msp.nii-slice000.jpg,NYU_0051070_abide_cc.nii-slice000.jpg
353,NYU_0051071_abide_msp.nii-slice000.jpg,NYU_0051071_abide_cc.nii-slice000.jpg
354,NYU_0051072_abide_msp.nii-slice000.jpg,NYU_0051072_abide_cc.nii-slice000.jpg
355,NYU_0051073_abide_msp.nii-slice000.jpg,NYU_0051073_abide_cc.nii-slice000.jpg
356,NYU_0051074_abide_msp.nii-slice000.jpg,NYU_0051074_abide_cc.nii-slice000.jpg
357,NYU_0051075_abide_msp.nii-slice000.jpg,NYU_0051075_abide_cc.nii-slice000.jpg
358,NYU_0051076_abide_msp.nii-slice000.jpg,NYU_0051076_abide_cc.nii-slice000.jpg
359,NYU_0051077_abide_msp.nii-slice000.jpg,NYU_0051077_abide_cc.nii-slice000.jpg
360,NYU_0051078_abide_msp.nii-slice000.jpg,NYU_0051078_abide_cc.nii-slice000.jpg
361,NYU_0051079_abide_msp.nii-slice000.jpg,NYU_0051079_abide_cc.nii-slice000.jpg
362,NYU_0051080_abide_msp.nii-slice000.jpg,NYU_0051080_abide_cc.nii-slice000.jpg
363,NYU_0051081_abide_msp.nii-slice000.jpg,NYU_0051081_abide_cc.nii-slice000.jpg
364,NYU_0051082_abide_msp.nii-slice000.jpg,NYU_0051082_abide_cc.nii-slice000.jpg
365,NYU_0051083_abide_msp.nii-slice000.jpg,NYU_0051083_abide_cc.nii-slice000.jpg
366,NYU_0051084_abide_msp.nii-slice000.jpg,NYU_0051084_abide_cc.nii-slice000.jpg
367,NYU_0051085_abide_msp.nii-slice000.jpg,NYU_0051085_abide_cc.nii-slice000.jpg
368,NYU_0051086_abide_msp.nii-slice000.jpg,NYU_0051086_abide_cc.nii-slice000.jpg
369,NYU_0051087_abide_msp.nii-slice000.jpg,NYU_0051087_abide_cc.nii-slice000.jpg
370,NYU_0051088_abide_msp.nii-slice000.jpg,NYU_0051088_abide_cc.nii-slice000.jpg
371,NYU_0051089_abide_msp.nii-slice000.jpg,NYU_0051089_abide_cc.nii-slice000.jpg
372,NYU_0051090_abide_msp.nii-slice000.jpg,NYU_0051090_abide_cc.nii-slice000.jpg
373,NYU_0051091_abide_msp.nii-slice000.jpg,NYU_0051091_abide_cc.nii-slice000.jpg
374,NYU_0051093_abide_msp.nii-slice000.jpg,NYU_0051093_abide_cc.nii-slice000.jpg
375,NYU_0051094_abide_msp.nii-slice000.jpg,NYU_0051094_abide_cc.nii-slice000.jpg
376,NYU_0051095_abide_msp.nii-slice000.jpg,NYU_0051095_abide_cc.nii-slice000.jpg
377,NYU_0051096_abide_msp.nii-slice000.jpg,NYU_0051096_abide_cc.nii-slice000.jpg
378,NYU_0051097_abide_msp.nii-slice000.jpg,NYU_0051097_abide_cc.nii-slice000.jpg
379,NYU_0051098_abide_msp.nii-slice000.jpg,NYU_0051098_abide_cc.nii-slice000.jpg
380,NYU_0051099_abide_msp.nii-slice000.jpg,NYU_0051099_abide_cc.nii-slice000.jpg
381,NYU_0051100_abide_msp.nii-slice000.jpg,NYU_0051100_abide_cc.nii-slice000.jpg
382,NYU_0051101_abide_msp.nii-slice000.jpg,NYU_0051101_abide_cc.nii-slice000.jpg
383,NYU_0051102_abide_msp.nii-slice000.jpg,NYU_0051102_abide_cc.nii-slice000.jpg
384,NYU_0051103_abide_msp.nii-slice000.jpg,NYU_0051103_abide_cc.nii-slice000.jpg
385,NYU_0051104_abide_msp.nii-slice000.jpg,NYU_0051104_abide_cc.nii-slice000.jpg
386,NYU_0051105_abide_msp.nii-slice000.jpg,NYU_0051105_abide_cc.nii-slice000.jpg
387,NYU_0051106_abide_msp.nii-slice000.jpg,NYU_0051106_abide_cc.nii-slice000.jpg
388,NYU_0051107_abide_msp.nii-slice000.jpg,NYU_0051107_abide_cc.nii-slice000.jpg
389,NYU_0051108_abide_msp.nii-slice000.jpg,NYU_0051108_abide_cc.nii-slice000.jpg
390,NYU_0051109_abide_msp.nii-slice000.jpg,NYU_0051109_abide_cc.nii-slice000.jpg
391,NYU_0051110_abide_msp.nii-slice000.jpg,NYU_0051110_abide_cc.nii-slice000.jpg
392,NYU_0051111_abide_msp.nii-slice000.jpg,NYU_0051111_abide_cc.nii-slice000.jpg
393,NYU_0051112_abide_msp.nii-slice000.jpg,NYU_0051112_abide_cc.nii-slice000.jpg
394,NYU_0051113_abide_msp.nii-slice000.jpg,NYU_0051113_abide_cc.nii-slice000.jpg
395,NYU_0051114_abide_msp.nii-slice000.jpg,NYU_0051114_abide_cc.nii-slice000.jpg
396,NYU_0051115_abide_msp.nii-slice000.jpg,NYU_0051115_abide_cc.nii-slice000.jpg
397,NYU_0051116_abide_msp.nii-slice000.jpg,NYU_0051116_abide_cc.nii-slice000.jpg
398,NYU_0051117_abide_msp.nii-slice000.jpg,NYU_0051117_abide_cc.nii-slice000.jpg
399,NYU_0051118_abide_msp.nii-slice000.jpg,NYU_0051118_abide_cc.nii-slice000.jpg
400,NYU_0051119_abide_msp.nii-slice000.jpg,NYU_0051119_abide_cc.nii-slice000.jpg
401,NYU_0051120_abide_msp.nii-slice000.jpg,NYU_0051120_abide_cc.nii-slice000.jpg
402,NYU_0051121_abide_msp.nii-slice000.jpg,NYU_0051121_abide_cc.nii-slice000.jpg
403,NYU_0051122_abide_msp.nii-slice000.jpg,NYU_0051122_abide_cc.nii-slice000.jpg
404,NYU_0051123_abide_msp.nii-slice000.jpg,NYU_0051123_abide_cc.nii-slice000.jpg
405,NYU_0051124_abide_msp.nii-slice000.jpg,NYU_0051124_abide_cc.nii-slice000.jpg
406,NYU_0051125_abide_msp.nii-slice000.jpg,NYU_0051125_abide_cc.nii-slice000.jpg
407,NYU_0051126_abide_msp.nii-slice000.jpg,NYU_0051126_abide_cc.nii-slice000.jpg
408,NYU_0051127_abide_msp.nii-slice000.jpg,NYU_0051127_abide_cc.nii-slice000.jpg
409,NYU_0051128_abide_msp.nii-slice000.jpg,NYU_0051128_abide_cc.nii-slice000.jpg
410,NYU_0051129_abide_msp.nii-slice000.jpg,NYU_0051129_abide_cc.nii-slice000.jpg
411,NYU_0051130_abide_msp.nii-slice000.jpg,NYU_0051130_abide_cc.nii-slice000.jpg
412,NYU_0051131_abide_msp.nii-slice000.jpg,NYU_0051131_abide_cc.nii-slice000.jpg
413,NYU_0051146_abide_msp.nii-slice000.jpg,NYU_0051146_abide_cc.nii-slice000.jpg
414,NYU_0051147_abide_msp.nii-slice000.jpg,NYU_0051147_abide_cc.nii-slice000.jpg
415,NYU_0051148_abide_msp.nii-slice000.jpg,NYU_0051148_abide_cc.nii-slice000.jpg
416,NYU_0051149_abide_msp.nii-slice000.jpg,NYU_0051149_abide_cc.nii-slice000.jpg
417,NYU_0051150_abide_msp.nii-slice000.jpg,NYU_0051150_abide_cc.nii-slice000.jpg
418,NYU_0051151_abide_msp.nii-slice000.jpg,NYU_0051151_abide_cc.nii-slice000.jpg
419,NYU_0051152_abide_msp.nii-slice000.jpg,NYU_0051152_abide_cc.nii-slice000.jpg
420,NYU_0051153_abide_msp.nii-slice000.jpg,NYU_0051153_abide_cc.nii-slice000.jpg
421,NYU_0051154_abide_msp.nii-slice000.jpg,NYU_0051154_abide_cc.nii-slice000.jpg
422,NYU_0051155_abide_msp.nii-slice000.jpg,NYU_0051155_abide_cc.nii-slice000.jpg
423,NYU_0051156_abide_msp.nii-slice000.jpg,NYU_0051156_abide_cc.nii-slice000.jpg
424,NYU_0051159_abide_msp.nii-slice000.jpg,NYU_0051159_abide_cc.nii-slice000.jpg
425,OHSU_0050142_abide_msp.nii-slice000.jpg,OHSU_0050142_abide_cc.nii-slice000.jpg
426,OHSU_0050143_abide_msp.nii-slice000.jpg,OHSU_0050143_abide_cc.nii-slice000.jpg
427,OHSU_0050144_abide_msp.nii-slice000.jpg,OHSU_0050144_abide_cc.nii-slice000.jpg
428,OHSU_0050145_abide_msp.nii-slice000.jpg,OHSU_0050145_abide_cc.nii-slice000.jpg
429,OHSU_0050146_abide_msp.nii-slice000.jpg,OHSU_0050146_abide_cc.nii-slice000.jpg
430,OHSU_0050147_abide_msp.nii-slice000.jpg,OHSU_0050147_abide_cc.nii-slice000.jpg
431,OHSU_0050148_abide_msp.nii-slice000.jpg,OHSU_0050148_abide_cc.nii-slice000.jpg
432,OHSU_0050149_abide_msp.nii-slice000.jpg,OHSU_0050149_abide_cc.nii-slice000.jpg
433,OHSU_0050150_abide_msp.nii-slice000.jpg,OHSU_0050150_abide_cc.nii-slice000.jpg
434,OHSU_0050152_abide_msp.nii-slice000.jpg,OHSU_0050152_abide_cc.nii-slice000.jpg
435,OHSU_0050153_abide_msp.nii-slice000.jpg,OHSU_0050153_abide_cc.nii-slice000.jpg
436,OHSU_0050155_abide_msp.nii-slice000.jpg,OHSU_0050155_abide_cc.nii-slice000.jpg
437,OHSU_0050156_abide_msp.nii-slice000.jpg,OHSU_0050156_abide_cc.nii-slice000.jpg
